"","idx","script","speaker","time_from","time_to"
"1070","1466","우리가 작전 걸어서 억지로 살려낸 그 유선 바이오요!",NA,"01:24:40,041","01:24:44,083"
"1071","1468","팀장님!",NA,"01:24:47,291","01:24:49,958"
"1072","1469","이 난리가 난 거랑 우리랑 상관없는 거죠? 예?",NA,"01:24:50,375","01:24:53,250"
"1073","1470","우리 그냥 시키는 대로 하는 사람들이잖아요",NA,"01:24:54,416","01:24:57,208"
"1074","1471","이거...",NA,"01:24:57,500","01:24:58,375"
"1075","1472","이거 제 책임 아닌 거죠? 예?",NA,"01:24:58,875","01:25:01,083"
"1076","1474","김 대리, 그거",NA,"01:25:04,500","01:25:05,625"
"1077","1475","김 대리 잘못 아니다",NA,"01:25:06,708","01:25:08,083"
"1078","1477","고마워요",NA,"01:25:12,125","01:25:14,458"
"1079","1478","김 대리!",NA,"01:25:15,416","01:25:16,541"
"1080","1486","씨","기장","01:26:31,541","01:26:32,875"
"1081","1487","씨!",NA,"01:26:33,875","01:26:35,958"
"1082","1492","승객 여러분께 알려드립니다",NA,"01:27:01,416","01:27:03,166"
"1083","1493","우리 열차는 현재 전방 선로가 차단된 관계로",NA,"01:27:03,625","01:27:07,750"
"1084","1494","이곳 동대구에서 멈추게 됐습니다",NA,"01:27:07,833","01:27:10,208"
"1085","1495","이에 우리는",NA,"01:27:10,291","01:27:11,625"
"1086","1496","이곳에서 구조대를 기다리는 것과",NA,"01:27:11,708","01:27:14,041"
"1087","1497","다른 열차를 타고 부산으로 진입하는 것 중",NA,"01:27:14,125","01:27:16,791"
"1088","1498","하나를 선택해야 될 것 같습니다",NA,"01:27:16,875","01:27:19,125"
"1089","1499","저는 이 방송이 끝나는 대로 바로",NA,"01:27:19,541","01:27:21,666"
"1090","1500","차량 기지로 가서",NA,"01:27:21,916","01:27:23,375"
"1091","1501","운행 가능한 열차를",NA,"01:27:23,500","01:27:25,041"
"1092","1502","좌측 끝 선로 위에 올려놓겠습니다",NA,"01:27:25,125","01:27:27,166"
"1093","1503","뭔 소리야, 이게?",NA,"01:27:27,250","01:27:28,458"
"1094","1504","끝 선로 위에 올려놓겠습니다",NA,"01:27:28,541","01:27:30,875"
"1095","1505","부디 생존자 분들은",NA,"01:27:31,333","01:27:32,791"
"1096","1506","안전하게 이동해주시기 바랍니다",NA,"01:27:34,041","01:27:36,041"
"1097","1507","행운을 빕니다",NA,"01:27:38,000","01:27:39,208"
"1098","1515","어",NA,"01:28:34,375","01:28:35,250"
"1099","1517","구조대가 올까요?",NA,"01:28:44,958","01:28:46,750"
"1100","1518","부산은 안전할 거란 얘길 들었어요",NA,"01:28:49,458","01:28:51,541"
"1101","1519","가려면 지금 가야 돼요",NA,"01:28:54,125","01:28:55,500"
"1102","1521","자","석우","01:29:19,333","01:29:20,791"
"1103","1523","어우, 깜짝...",NA,"01:29:49,583","01:29:51,500"
"1104","1533","없어요?",NA,"01:30:40,625","01:30:41,666"
"1105","1534","응",NA,"01:30:44,916","01:30:47,291"
"1106","1535","먼저 나가",NA,"01:30:48,958","01:30:49,833"
"1107","1540","넘어갈 수 있는 곳을 찾아야 돼",NA,"01:31:14,541","01:31:16,000"
"1108","1542","하, 가자","영국","01:31:18,666","01:31:19,833"
"1109","1544","가자","석우","01:31:22,166","01:31:23,208"
"1110","1547","뭐야?",NA,"01:31:39,958","01:31:41,166"
"1111","1551","아저씨!",NA,"01:31:53,875","01:31:55,000"
"1112","1552","어",NA,"01:31:56,541","01:31:57,583"
"1113","1564","안 돼 ",NA,"01:32:32,041","01:32:34,166"
"1114","1564","어떡해",NA,"01:32:32,041","01:32:34,166"
"1115","1565","야, 어떡해! ",NA,"01:32:35,250","01:32:37,916"
"1116","1565","하지 마",NA,"01:32:35,250","01:32:37,916"
"1117","1566","가자","영국","01:32:38,916","01:32:40,208"
"1118","1567","가야 돼!",NA,"01:32:40,291","01:32:41,500"
"1119","1569","손잡아, 빨리!",NA,"01:32:49,208","01:32:50,458"
"1120","1570","아이씨","영국","01:32:52,750","01:32:53,958"
"1121","1573","어!",NA,"01:33:02,166","01:33:03,208"
"1122","1575","비켜봐 ",NA,"01:33:07,125","01:33:08,125"
"1123","1575","어","진희","01:33:07,125","01:33:08,125"
"1124","1580","진희야!",NA,"01:33:21,375","01:33:22,750"
"1125","1585","진희야!",NA,"01:33:35,833","01:33:37,458"
"1126","1586","진희야",NA,"01:33:37,541","01:33:39,166"
"1127","1590","야, 어떡해",NA,"01:33:48,666","01:33:51,208"
"1128","1592","미안해",NA,"01:33:56,916","01:33:58,708"
"1129","1596","에잇",NA,"01:34:16,041","01:34:16,916"
"1130","1597","아빠!",NA,"01:34:21,625","01:34:24,291"
"1131","1598","아빠!",NA,"01:34:24,375","01:34:26,500"
"1132","1599","아빠! 일어나 봐! 아빠!",NA,"01:34:26,583","01:34:31,000"
"1133","1600","아빠",NA,"01:34:31,541","01:34:34,000"
"1134","1601","아빠","수안","01:34:34,083","01:34:35,916"
"1135","1603","아빠!","수안","01:34:37,333","01:34:39,541"
"1136","1609","이게, 이게 어떻게 된 거야?",NA,"01:34:51,291","01:34:53,333"
"1137","1610","어?",NA,"01:34:54,083","01:34:55,083"
"1138","1612","빨리, 빨리, 빨리! 좀 빨리!",NA,"01:34:56,791","01:34:58,500"
"1139","1613","빨리!","기장","01:34:59,791","01:35:01,833"
"1140","1614","앗!","용석","01:35:01,916","01:35:02,958"
"1141","1616","에이, 진짜, 씨!","기장","01:35:06,458","01:35:07,750"
"1142","1617","빨리요, 빨리!","기장","01:35:10,333","01:35:11,416"
"1143","1618","이야!","용석","01:35:11,791","01:35:12,708"
"1144","1625","살려주...",NA,"01:35:23,333","01:35:25,791"
"1145","1638","수안아, 빨리 와",NA,"01:36:08,833","01:36:10,208"
"1146","1641","수안, 수안아!","석우","01:36:14,958","01:36:16,666"
"1147","1648","아저씨!","수안","01:36:32,458","01:36:34,291"
"1148","1654","수안아, 수안아!","석우","01:36:52,833","01:36:54,625"
"1149","1655","수안아, 빨리 와",NA,"01:36:54,708","01:36:55,750"
"1150","1656","아저씨! ",NA,"01:36:56,250","01:36:58,833"
"1151","1656","가, 가! 가!",NA,"01:36:56,250","01:36:58,833"
"1152","1657","빨리 가! ",NA,"01:36:58,916","01:37:00,208"
"1153","1657","빨리 와!","석우","01:36:58,916","01:37:00,208"
"1154","1658","빨리 가자, 빨리! ","성경","01:37:00,291","01:37:02,291"
"1155","1658","빨리 와!","석우","01:37:00,291","01:37:02,291"
"1156","1659","빨리 와!","석우","01:37:03,541","01:37:04,625"
"1157","1661","와!","석우","01:37:09,041","01:37:10,041"
"1158","1667","어, 빨리!","석우","01:37:23,083","01:37:24,916"
"1159","1677","빨리요, 빨리!","수안","01:38:48,750","01:38:50,125"
"1160","1679","아빠!",NA,"01:38:53,708","01:38:54,916"
"1161","1696","아저씨",NA,"01:41:16,375","01:41:17,708"
"1162","1697","저 무서워요",NA,"01:41:19,250","01:41:20,625"
"1163","1698","집에 좀 데려다주세요",NA,"01:41:23,875","01:41:25,666"
"1164","1699","저 집에, 저 집에...",NA,"01:41:25,750","01:41:27,750"
"1165","1700","엄마가 집에서 기다려요",NA,"01:41:28,625","01:41:30,833"
"1166","1701","저희 집 주소는",NA,"01:41:34,666","01:41:36,291"
"1167","1702","부산시 수영구 광안동","용석","01:41:37,291","01:41:40,916"
"1168","1703","저 좀 살려주세요",NA,"01:41:44,208","01:41:46,291"
"1169","1705","당신",NA,"01:41:49,875","01:41:51,166"
"1170","1706","감염됐어",NA,"01:41:52,208","01:41:53,625"
"1171","1709","아니야!",NA,"01:41:59,708","01:42:00,708"
"1172","1710","아니야!",NA,"01:42:02,458","01:42:03,500"
"1173","1711","아니야",NA,"01:42:04,333","01:42:05,416"
"1174","1712","아니야, 아니야!",NA,"01:42:06,541","01:42:08,125"
"1175","1713","아니야, 아니야",NA,"01:42:08,208","01:42:11,416"
"1176","1718","아빠!",NA,"01:42:24,000","01:42:24,958"
"1177","1731","아빠!",NA,"01:42:47,541","01:42:50,333"
"1178","1734","아빠!","수안","01:42:55,833","01:42:57,208"
"1179","1737","이야! ","성경","01:43:04,208","01:43:05,416"
"1180","1737","크억!","용석","01:43:04,208","01:43:05,416"
"1181","1740","안 돼, 안 돼!",NA,"01:43:09,708","01:43:11,375"
"1182","1741","아빠!","수안","01:43:12,250","01:43:13,916"
"1183","1743","아빠, 아빠",NA,"01:43:17,208","01:43:21,291"
"1184","1760","아빠!",NA,"01:44:30,333","01:44:31,541"
"1185","1761","아빠, 아빠!",NA,"01:44:33,041","01:44:35,375"
"1186","1762","수안아, 이리로 와","석우","01:44:36,750","01:44:38,458"
"1187","1763","여기 있어, 앉아 있어","석우","01:44:38,541","01:44:40,125"
"1188","1764","성경 씨",NA,"01:44:40,750","01:44:42,333"
"1189","1765","자, 정신 차리고 내 말 들어봐요",NA,"01:44:43,375","01:44:45,291"
"1190","1766","아무래도 이게 브레이크 같아요",NA,"01:44:45,375","01:44:48,083"
"1191","1767","안전한 데가 나오면",NA,"01:44:48,666","01:44:51,000"
"1192","1768","이걸 당기면 돼요 알았죠?",NA,"01:44:51,083","01:44:53,166"
"1193","1770","수안아",NA,"01:44:59,291","01:45:01,083"
"1194","1771","아빠 봐, 아빠 봐 수안아, 괜찮아",NA,"01:45:02,375","01:45:04,791"
"1195","1773","아빠 봐, 아빠 봐",NA,"01:45:07,750","01:45:10,833"
"1196","1774","자, 수안아",NA,"01:45:10,916","01:45:13,333"
"1197","1775","아빠 말 들어",NA,"01:45:13,416","01:45:14,958"
"1198","1776","아줌마 옆에 끝까지 꼭 붙어 있어야 돼, 알았지?",NA,"01:45:16,083","01:45:19,875"
"1199","1777","어, 어, 저",NA,"01:45:20,208","01:45:21,833"
"1200","1778","어, 부, 부산은 안전할 테니까",NA,"01:45:21,916","01:45:24,583"
"1201","1779","그러니까...",NA,"01:45:24,666","01:45:27,083"
"1202","1780","가지 마! 내가 잘못했어",NA,"01:45:27,916","01:45:30,333"
"1203","1781","아빠 가지 마, 가지 마",NA,"01:45:31,416","01:45:35,000"
"1204","1782","제발 가지 마",NA,"01:45:36,750","01:45:38,958"
"1205","1783","가지 마","수안","01:45:40,416","01:45:41,666"
"1206","1784","나랑 같이 있어",NA,"01:45:42,291","01:45:45,625"
"1207","1785","가지 마",NA,"01:45:46,500","01:45:48,166"
"1208","1786","가지 마",NA,"01:45:50,416","01:45:52,125"
"1209","1787","가지 마","수안","01:45:53,083","01:45:56,916"
"1210","1788","제발 가지 마","수안","01:45:57,166","01:45:59,416"
"1211","1790","아, 가지 마, 가지 마!",NA,"01:46:03,166","01:46:07,000"
"1212","1792","아빠!",NA,"01:46:09,000","01:46:10,750"
"1213","1793","아빠, 가지 마!","수안","01:46:10,833","01:46:13,416"
"1214","1794","아빠!",NA,"01:46:13,500","01:46:16,458"
"1215","1795","아빠!",NA,"01:46:16,541","01:46:18,875"
"1216","1796","아빠, 가지 마!",NA,"01:46:18,958","01:46:21,583"
"1217","1813","권 병장님",NA,"01:51:16,875","01:51:18,250"
"1218","1815","터널 맞은편에서 2명이 접근하고 있다",NA,"01:51:27,041","01:51:29,500"
"1219","1816","아이와 성인 여성으로 추정, 이상",NA,"01:51:29,583","01:51:32,291"
"1220","1817","감염 여부 확인하라, 이상",NA,"01:51:33,166","01:51:35,958"
"1221","1818","너희들은 어디서 나온 거냐",NA,"01:51:39,291","01:51:41,958"
"1222","1819","확인 불가능하다고 보고해",NA,"01:51:46,666","01:51:48,500"
"1223","1820","육안으로 식별이 불가능하다",NA,"01:51:51,125","01:51:52,833"
"1224","1821","결정 바란다, 이상",NA,"01:51:53,416","01:51:54,916"
"1225","1822","사살하라, 이상",NA,"01:51:56,625","01:51:58,625"
"1226","1824","♪ 검은 구름 하늘을 가리고 ♪","수안","01:52:18,958","01:52:25,208"
"1227","1825","♪ 이별의 날은 왔도다 ♪",NA,"01:52:25,958","01:52:32,666"
"1228","1826","♪ 다시 만날 날을 기대하고 ♪",NA,"01:52:33,416","01:52:39,541"
"1229","1827","♪ 서로 작별하며 떠나리 ♪",NA,"01:52:40,333","01:52:46,541"
"1230","1828","생존자 접근 중!",NA,"01:52:48,083","01:52:50,041"
"1231","1829","♪ 알로하 오에 ♪ ♪ 알로하 오에 ♪","수안","01:52:50,125","01:52:55,958"
"1232","1830","♪ 꽃피는 시절에 ♪",NA,"01:52:56,458","01:52:58,875"
"1233","1831","♪ 다시 만나리 ♪",NA,"01:52:58,958","01:53:02,916"
"1234","1832","♪ 알로하 오에 ♪",NA,"01:53:03,041","01:53:06,500"
"1235","1833","♪ 알로하 오에 ♪",NA,"01:53:06,583","01:53:10,250"
"1236","1834","♪ 다시 만날 때까지 ♪",NA,"01:53:10,333","01:53:16,041"
